epoch,train_loss,test_loss
1,11991.492002487183,256.9042444229126
2,1921.5769729614258,252.36132144927979
3,825.2267303466797,258.10911750793457
4,810.8580102920532,229.95819473266602
5,781.9372882843018,222.86991596221924
6,769.0947275161743,221.91350936889648
7,773.5953102111816,223.94054222106934
8,769.7046394348145,227.71431732177734
9,773.9307098388672,320.6762571334839
10,787.5896854400635,231.0430326461792
11,746.2677421569824,233.80542373657227
12,763.585898399353,226.5627212524414
13,736.4361181259155,222.25706100463867
14,765.5810890197754,227.07045650482178
15,750.3686780929565,224.91375255584717
16,767.000078201294,271.81250953674316
17,774.3101854324341,222.6366081237793
18,742.6719703674316,221.7217435836792
19,738.4330558776855,222.77209758758545
20,742.2329988479614,237.43170928955078
21,737.1861696243286,224.8470640182495
22,733.7878999710083,248.03260040283203
23,783.6258506774902,253.10155868530273
24,757.6938457489014,239.1802339553833
25,758.7591409683228,257.5897054672241
26,777.0725221633911,222.1334991455078
27,736.1213598251343,244.38808727264404
28,748.1656341552734,228.99347591400146
29,774.9241027832031,221.04082870483398
30,748.0344724655151,224.12042999267578
31,741.2021656036377,253.4968318939209
32,766.6563167572021,251.74067306518555
33,735.1415100097656,221.92676830291748
34,740.4612331390381,238.3249340057373
35,735.525821685791,228.26669025421143
36,731.0396881103516,221.0029468536377
37,742.5438442230225,221.8387565612793
38,756.74671459198,223.55965900421143
39,736.1471195220947,270.0940284729004
40,748.0803384780884,236.1753101348877
41,739.3421401977539,221.51284980773926
42,787.0165119171143,221.2409725189209
43,735.5453357696533,233.76685047149658
44,738.2643461227417,223.23139190673828
45,742.6467580795288,234.93932342529297
46,734.0000762939453,223.39062404632568
47,726.6277894973755,223.3329782485962
48,747.2428770065308,221.87541580200195
49,739.3310356140137,227.31560707092285
50,748.265546798706,223.12204837799072
